Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method
Walmart,2021-07-16,Southeast,Florida,Men'S Athletic Footwear,74,263,19462,Outlet
Sports Direct,2021-10-21,South,Texas,Women'S Apparel,54,256,13824,Outlet
Sports Direct,2021-04-17,South,Tennessee,Women'S Street Footwear,30,322,9660,Outlet
West Gear,2021-06-04,West,Idaho,Men'S Athletic Footwear,35,263,9205,Outlet
Sports Direct,2021-04-09,South,Tennessee,Men'S Street Footwear,28,256,7168,Outlet
Sports Direct,2021-09-08,South,Alabama,Women'S Street Footwear,31,322,9982,Outlet
Sports Direct,2021-09-06,South,Alabama,Men'S Street Footwear,31,256,7936,Outlet
West Gear,2021-11-20,South,Arkansas,Women'S Street Footwear,25,320,8000,Online
Foot Locker,2021-06-18,South,Mississippi,Men'S Street Footwear,31,263,8153,Outlet
Foot Locker,2020-01-02,Northeast,New York,Men'S Athletic Footwear,36,320,11520,Outlet
Walmart,2021-12-16,Southeast,Florida,Men'S Athletic Footwear,55,256,14080,Outlet
Foot Locker,2020-03-03,Northeast,New York,Women'S Apparel,44,320,14080,Outlet
Foot Locker,2020-01-08,Northeast,New York,Men'S Athletic Footwear,46,261,12006,Online
Foot Locker,2020-03-10,Northeast,New York,Men'S Street Footwear,59,319,18821,Online
Foot Locker,2020-02-08,Northeast,New York,Women'S Street Footwear,46,261,12006,Online
Foot Locker,2020-03-07,Northeast,New York,Women'S Athletic Footwear,47,261,12267,Online
Walmart,2020-05-07,Northeast,New York,Men'S Apparel,60,261,15660,Online
Walmart,2020-08-26,South,Texas,Women'S Street Footwear,37,319,11803,Online
Walmart,2020-10-31,South,Texas,Women'S Apparel,53,261,13833,Online
Foot Locker,2020-08-12,Southeast,Florida,Men'S Street Footwear,43,319,13717,Online
Walmart,2021-07-16,Southeast,Florida,Men'S Street Footwear,83,261,21663,Online
Sports Direct,2021-02-17,Southeast,Virginia,Men'S Street Footwear,26,256,6656,Outlet
West Gear,2021-08-24,West,Oregon,Men'S Street Footwear,69,256,17664,Outlet
West Gear,2021-08-24,West,Oregon,Men'S Athletic Footwear,62,256,15872,Outlet
West Gear,2021-06-17,South,Louisiana,Men'S Street Footwear,47,256,12032,Outlet
Foot Locker,2020-03-07,Northeast,New York,Women'S Athletic Footwear,38,297,11286,Outlet
West Gear,2021-08-17,South,Louisiana,Men'S Athletic Footwear,57,256,14592,Outlet
Kohl'S,2021-04-19,West,California,Men'S Street Footwear,36,297,10692,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Men'S Athletic Footwear,30,256,7680,Outlet
Walmart,2021-08-17,South,Mississippi,Men'S Street Footwear,41,256,10496,Outlet
Walmart,2021-07-16,Southeast,Florida,Men'S Street Footwear,68,297,20196,Outlet
Foot Locker,2020-02-07,Northeast,New York,Men'S Athletic Footwear,37,296,10952,Outlet
Foot Locker,2020-03-06,Northeast,New York,Women'S Street Footwear,37,296,10952,Outlet
Sports Direct,2021-12-16,South,Mississippi,Men'S Street Footwear,48,256,12288,Outlet
Kohl'S,2021-04-07,West,California,Men'S Street Footwear,31,248,7688,Outlet
Sports Direct,2020-07-26,South,Texas,Men'S Athletic Footwear,33,255,8415,Online
Foot Locker,2021-11-18,Midwest,Missouri,Women'S Street Footwear,25,295,7375,In-Store
Walmart,2020-09-05,South,Texas,Men'S Street Footwear,44,255,11220,Online
Sports Direct,2021-09-05,South,Texas,Men'S Athletic Footwear,22,248,5456,Outlet
Walmart,2020-10-28,South,Texas,Women'S Street Footwear,47,255,11985,Online
Sports Direct,2021-09-22,South,Texas,Men'S Street Footwear,34,248,8432,Outlet
Foot Locker,2020-03-12,Northeast,New York,Women'S Street Footwear,35,295,10325,Outlet
Sports Direct,2021-10-17,South,Texas,Men'S Athletic Footwear,39,248,9672,Outlet
Walmart,2020-08-17,South,Texas,Women'S Apparel,32,295,9440,Outlet
Sports Direct,2021-05-15,South,Tennessee,Men'S Street Footwear,39,248,9672,Outlet
Sports Direct,2021-09-21,South,Texas,Women'S Apparel,54,255,13770,Online
Sports Direct,2021-10-07,South,Alabama,Men'S Athletic Footwear,40,248,9920,Outlet
Walmart,2020-08-18,South,Texas,Men'S Street Footwear,28,295,8260,Outlet
Walmart,2020-08-24,South,Texas,Men'S Street Footwear,29,295,8555,Outlet
Foot Locker,2020-09-24,Southeast,Florida,Men'S Athletic Footwear,46,255,11730,Online
Walmart,2021-06-17,Southeast,Florida,Women'S Apparel,74,248,18352,Outlet
Sports Direct,2021-07-02,Southeast,North Carolina,Men'S Street Footwear,60,294,17640,Online
West Gear,2021-01-12,Southeast,Florida,Men'S Street Footwear,41,255,10455,Online
Foot Locker,2021-12-23,Southeast,Virginia,Men'S Street Footwear,49,248,12152,Outlet
Foot Locker,2020-03-11,Northeast,New York,Men'S Athletic Footwear,41,318,13038,Outlet
Kohl'S,2021-08-11,West,Wyoming,Men'S Street Footwear,47,255,11985,Online
Foot Locker,2020-02-06,Northeast,New York,Men'S Street Footwear,54,317,17118,Online
West Gear,2021-07-10,West,Utah,Men'S Street Footwear,28,248,6944,Outlet
Foot Locker,2021-07-23,Southeast,Virginia,Men'S Street Footwear,79,255,20145,Online
Walmart,2020-04-29,Northeast,New York,Women'S Street Footwear,43,294,12642,Outlet
Foot Locker,2020-01-08,Northeast,New York,Men'S Athletic Footwear,39,315,12285,Outlet
West Gear,2021-08-11,West,Utah,Men'S Street Footwear,27,248,6696,Outlet
Sports Direct,2021-12-15,Midwest,Michigan,Men'S Street Footwear,55,255,14025,Online
Walmart,2020-08-29,South,Texas,Women'S Apparel,47,293,13771,Online
West Gear,2021-06-17,South,Louisiana,Women'S Apparel,80,248,19840,Outlet
West Gear,2021-02-11,West,California,Men'S Street Footwear,51,293,14943,Online
West Gear,2021-07-16,South,Louisiana,Men'S Athletic Footwear,67,248,16616,Outlet
West Gear,2021-07-23,West,Oregon,Men'S Street Footwear,79,255,20145,Online
Foot Locker,2020-01-24,Northeast,New York,Women'S Apparel,48,290,13920,Online
West Gear,2021-12-16,South,Louisiana,Men'S Athletic Footwear,52,248,12896,Outlet
West Gear,2021-06-04,West,Idaho,Women'S Apparel,39,248,9672,Outlet
Foot Locker,2020-03-03,Northeast,New York,Women'S Apparel,59,290,17110,Online
West Gear,2021-08-17,South,Louisiana,Men'S Street Footwear,86,255,21930,Online
Kohl'S,2021-07-25,West,New Mexico,Men'S Street Footwear,41,248,10168,Outlet
Sports Direct,2020-07-25,South,Texas,Men'S Street Footwear,20,255,5100,Outlet
Foot Locker,2021-02-07,Southeast,Georgia,Women'S Street Footwear,21,248,5208,Outlet
Walmart,2020-09-06,South,Texas,Men'S Athletic Footwear,32,255,8160,Outlet
Walmart,2020-04-18,Northeast,New York,Women'S Apparel,62,290,17980,Online
Foot Locker,2020-01-04,Northeast,New York,Women'S Athletic Footwear,41,247,10127,Online
Walmart,2020-09-13,South,Texas,Women'S Street Footwear,39,255,9945,Outlet
Walmart,2020-04-26,Northeast,New York,Women'S Apparel,68,290,19720,Online
Foot Locker,2020-01-27,Northeast,New York,Women'S Street Footwear,39,247,9633,Online
West Gear,2021-01-21,West,California,Women'S Athletic Footwear,52,255,13260,Outlet
Walmart,2020-07-18,Northeast,New York,Women'S Apparel,68,290,19720,Online
Foot Locker,2020-03-12,Northeast,New York,Women'S Street Footwear,46,247,11362,Online
West Gear,2020-04-24,Southeast,Florida,Men'S Street Footwear,55,290,15950,Online
Walmart,2020-10-25,South,Texas,Women'S Apparel,51,247,12597,Online
Foot Locker,2021-12-05,Southeast,South Carolina,Men'S Street Footwear,67,290,19430,Online
Kohl'S,2021-05-08,West,California,Men'S Athletic Footwear,50,247,12350,Online
Foot Locker,2020-01-26,Northeast,New York,Men'S Athletic Footwear,35,315,11025,Outlet
Foot Locker,2020-08-11,Southeast,Florida,Women'S Apparel,41,247,10127,Online
Walmart,2021-08-17,Southeast,Florida,Men'S Street Footwear,68,255,17340,Outlet
Foot Locker,2020-02-01,Northeast,New York,Men'S Athletic Footwear,35,315,11025,Outlet
West Gear,2021-07-08,Northeast,New York,Men'S Street Footwear,59,247,14573,Online
West Gear,2021-08-17,South,Louisiana,Men'S Street Footwear,73,255,18615,Outlet
Foot Locker,2020-02-02,Northeast,New York,Women'S Street Footwear,28,315,8820,Outlet
Kohl'S,2021-06-12,West,Wyoming,Men'S Street Footwear,46,247,11362,Online
Foot Locker,2021-08-08,West,Idaho,Men'S Athletic Footwear,37,255,9435,Outlet
West Gear,2020-11-09,West,California,Women'S Street Footwear,40,247,9880,Outlet
Walmart,2020-05-01,Northeast,New York,Men'S Apparel,64,254,16256,Online
Walmart,2020-04-21,Northeast,New York,Women'S Street Footwear,36,315,11340,Outlet
West Gear,2021-01-15,West,California,Women'S Athletic Footwear,46,247,11362,Outlet
Sports Direct,2020-07-31,South,Texas,Men'S Street Footwear,29,254,7366,Online
Walmart,2020-04-23,Northeast,New York,Men'S Apparel,44,315,13860,Outlet
West Gear,2021-01-27,West,California,Women'S Athletic Footwear,39,247,9633,Outlet
Sports Direct,2021-09-18,South,Texas,Women'S Street Footwear,44,254,11176,Online
Walmart,2020-08-12,South,Texas,Men'S Street Footwear,24,315,7560,Outlet
West Gear,2021-02-07,West,California,Women'S Street Footwear,40,247,9880,Outlet
Sports Direct,2021-04-03,South,Tennessee,Men'S Street Footwear,12,247,2964,Outlet
West Gear,2021-05-05,West,Idaho,Men'S Athletic Footwear,22,247,5434,Outlet
Sports Direct,2020-05-24,Southeast,Florida,Men'S Athletic Footwear,51,254,12954,Online
Walmart,2020-09-07,South,Texas,Women'S Street Footwear,36,315,11340,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Men'S Apparel,35,247,8645,Outlet
Foot Locker,2021-02-07,Southeast,Georgia,Men'S Athletic Footwear,27,247,6669,Outlet
Sports Direct,2021-09-08,South,Alabama,Women'S Street Footwear,41,254,10414,Online
Kohl'S,2021-03-10,West,Wyoming,Men'S Street Footwear,38,246,9348,Online
Foot Locker,2020-01-29,Northeast,New York,Men'S Apparel,43,289,12427,Outlet
West Gear,2020-12-27,West,California,Women'S Street Footwear,46,254,11684,Outlet
Kohl'S,2021-05-10,West,Wyoming,Men'S Street Footwear,45,246,11070,Online
West Gear,2021-01-23,West,California,Women'S Apparel,60,254,15240,Outlet
Sports Direct,2021-05-02,Southeast,North Carolina,Men'S Street Footwear,41,246,10086,Online
Sports Direct,2021-09-30,South,Texas,Women'S Street Footwear,47,254,11938,Outlet
Kohl'S,2021-11-20,South,Oklahoma,Women'S Street Footwear,25,245,6125,Online
Foot Locker,2020-02-03,Northeast,New York,Women'S Athletic Footwear,31,289,8959,Outlet
Foot Locker,2020-02-09,Northeast,New York,Women'S Athletic Footwear,33,289,9537,Outlet
West Gear,2021-11-03,Midwest,Wisconsin,Women'S Street Footwear,35,245,8575,In-Store
Foot Locker,2020-02-02,Northeast,New York,Women'S Street Footwear,39,252,9828,Online
Walmart,2020-04-25,Northeast,New York,Men'S Apparel,51,289,14739,Outlet
Foot Locker,2020-02-10,Northeast,New York,Men'S Apparel,59,245,14455,Online
Foot Locker,2020-03-08,Northeast,New York,Men'S Apparel,55,252,13860,Online
Sports Direct,2020-07-26,South,Texas,Men'S Athletic Footwear,23,289,6647,Outlet
West Gear,2021-01-13,West,California,Men'S Athletic Footwear,59,245,14455,Online
Walmart,2020-10-25,South,Texas,Women'S Apparel,44,289,12716,Outlet
Sports Direct,2021-09-05,South,Alabama,Women'S Apparel,50,245,12250,Online
West Gear,2021-12-08,Northeast,New York,Men'S Street Footwear,59,245,14455,Online
Walmart,2020-04-22,Northeast,New York,Women'S Athletic Footwear,47,252,11844,Online
Sports Direct,2021-10-04,Southeast,North Carolina,Men'S Street Footwear,42,245,10290,Online
West Gear,2020-09-14,Southeast,Florida,Women'S Athletic Footwear,53,233,12349,Online
Walmart,2020-04-23,Northeast,New York,Men'S Apparel,58,252,14616,Online
Walmart,2020-08-15,South,Texas,Women'S Athletic Footwear,31,245,7595,Outlet
Walmart,2020-04-30,Northeast,New York,Women'S Athletic Footwear,50,252,12600,Online
West Gear,2020-11-07,West,California,Men'S Street Footwear,28,289,8092,Outlet
West Gear,2020-12-24,West,California,Women'S Apparel,41,245,10045,Outlet
West Gear,2020-12-31,West,California,Men'S Street Footwear,56,252,14112,Online
West Gear,2021-01-30,West,California,Men'S Street Footwear,36,289,10404,Outlet
West Gear,2020-12-30,West,California,Women'S Apparel,62,245,15190,Outlet
Kohl'S,2021-05-07,West,California,Men'S Street Footwear,38,289,10982,Outlet
West Gear,2021-02-15,West,California,Men'S Apparel,43,245,10535,Outlet
Foot Locker,2021-07-16,South,Mississippi,Men'S Street Footwear,47,289,13583,Outlet
West Gear,2020-02-01,West,Nevada,Men'S Street Footwear,47,245,11515,Outlet
Foot Locker,2020-02-08,Northeast,New York,Women'S Street Footwear,36,288,10368,Outlet
West Gear,2020-09-16,Southeast,Florida,Women'S Apparel,67,244,16348,Online
Foot Locker,2020-03-08,Northeast,New York,Men'S Apparel,45,288,12960,Outlet
Sports Direct,2020-10-05,Southeast,Florida,Men'S Street Footwear,56,244,13664,Online
Foot Locker,2021-07-05,Southeast,South Carolina,Women'S Apparel,66,244,16104,Online
Foot Locker,2021-10-07,Southeast,South Carolina,Men'S Street Footwear,50,244,12200,Online
Sports Direct,2021-12-02,Southeast,North Carolina,Men'S Street Footwear,64,244,15616,Online
Foot Locker,2020-01-23,Northeast,New York,Men'S Apparel,58,243,14094,Online
Foot Locker,2020-03-13,Northeast,New York,Women'S Athletic Footwear,46,243,11178,Online
Kohl'S,2021-05-26,West,California,Men'S Athletic Footwear,42,288,12096,Outlet
Walmart,2020-10-21,South,Texas,Men'S Athletic Footwear,43,243,10449,Online
West Gear,2021-02-10,Southeast,Florida,Men'S Street Footwear,36,288,10368,Outlet
Kohl'S,2021-05-26,West,California,Men'S Athletic Footwear,50,243,12150,Online
Foot Locker,2021-09-05,Southeast,South Carolina,Men'S Street Footwear,51,287,14637,Online
Foot Locker,2021-08-06,Southeast,South Carolina,Men'S Athletic Footwear,54,243,13122,Online
Walmart,2020-08-13,South,Texas,Men'S Athletic Footwear,30,287,8610,Outlet
Foot Locker,2020-03-31,Northeast,New York,Women'S Athletic Footwear,47,241,11327,Online
West Gear,2021-01-24,West,California,Men'S Street Footwear,40,287,11480,Outlet
Foot Locker,2020-09-20,Southeast,Florida,Women'S Athletic Footwear,44,233,10252,Online
West Gear,2021-01-24,West,California,Men'S Street Footwear,51,241,12291,Online
Sports Direct,2021-04-21,South,Tennessee,Men'S Street Footwear,41,233,9553,Online
West Gear,2021-07-06,West,Idaho,Women'S Street Footwear,46,241,11086,Online
Sports Direct,2021-04-22,South,Tennessee,Men'S Athletic Footwear,54,233,12582,Online
Walmart,2020-09-11,South,Texas,Men'S Street Footwear,44,240,10560,Online
Sports Direct,2021-10-06,South,Alabama,Men'S Street Footwear,56,233,13048,Online
Kohl'S,2021-04-07,West,California,Men'S Street Footwear,43,240,10320,Online
Foot Locker,2021-06-24,Southeast,Virginia,Men'S Street Footwear,53,233,12349,Online
Foot Locker,2020-08-14,Southeast,Florida,Women'S Street Footwear,32,240,7680,Online
West Gear,2021-08-24,West,Oregon,Men'S Athletic Footwear,76,233,17708,Online
Sports Direct,2021-05-16,South,Tennessee,Men'S Athletic Footwear,51,240,12240,Online
Foot Locker,2021-12-04,West,Idaho,Men'S Street Footwear,54,233,12582,Online
Sports Direct,2021-09-11,South,Alabama,Women'S Apparel,56,240,13440,Online
Foot Locker,2021-08-06,Southeast,South Carolina,Women'S Athletic Footwear,44,233,10252,Online
Kohl'S,2021-05-01,West,California,Men'S Street Footwear,47,252,11844,Online
Foot Locker,2021-08-24,Southeast,Virginia,Men'S Street Footwear,83,240,19920,Online
Walmart,2021-07-19,South,Arkansas,Men'S Street Footwear,50,233,11650,Online
West Gear,2020-09-18,Southeast,Florida,Men'S Athletic Footwear,55,252,13860,Online
West Gear,2021-12-16,South,Louisiana,Men'S Street Footwear,69,240,16560,Online
Walmart,2020-09-16,South,Texas,Women'S Apparel,43,233,10019,Outlet
Foot Locker,2021-07-05,Southeast,South Carolina,Men'S Apparel,64,240,15360,Online
West Gear,2020-11-06,West,California,Women'S Apparel,36,233,8388,Outlet
West Gear,2021-03-08,Northeast,New York,Men'S Street Footwear,44,252,11088,Online
Foot Locker,2020-01-28,Northeast,New York,Women'S Athletic Footwear,31,240,7440,Outlet
West Gear,2021-01-01,West,California,Men'S Athletic Footwear,51,233,11883,Outlet
Amazon,2021-07-09,Midwest,Ohio,Men'S Street Footwear,63,252,15876,Online
Walmart,2020-08-14,South,Texas,Women'S Street Footwear,23,240,5520,Outlet
Kohl'S,2021-04-21,West,California,Women'S Street Footwear,35,233,8155,Outlet
Foot Locker,2020-10-18,Southeast,Florida,Men'S Athletic Footwear,35,250,8750,In-Store
West Gear,2021-01-16,West,California,Men'S Apparel,44,240,10560,Outlet
Sports Direct,2021-09-04,South,Texas,Men'S Street Footwear,13,233,3029,Outlet
Kohl'S,2021-03-13,West,California,Men'S Street Footwear,28,240,6720,Outlet
West Gear,2020-02-07,West,Nevada,Men'S Street Footwear,48,233,11184,Outlet
Kohl'S,2021-04-13,West,California,Men'S Street Footwear,32,240,7680,Outlet
Foot Locker,2020-10-19,Southeast,Florida,Women'S Street Footwear,25,250,6250,In-Store
Sports Direct,2021-04-21,South,Tennessee,Men'S Street Footwear,29,233,6757,Outlet
Kohl'S,2021-04-27,West,California,Women'S Street Footwear,33,240,7920,Outlet
Foot Locker,2020-10-22,Midwest,Minnesota,Women'S Apparel,35,250,8750,In-Store
Sports Direct,2021-09-01,South,Alabama,Men'S Athletic Footwear,35,233,8155,Outlet
West Gear,2021-01-25,West,California,Men'S Athletic Footwear,42,287,12054,Outlet
Sports Direct,2021-09-27,South,Texas,Women'S Apparel,43,240,10320,Outlet
Amazon,2021-10-14,South,Alabama,Women'S Street Footwear,30,250,7500,Outlet
Sports Direct,2021-09-12,South,Alabama,Men'S Street Footwear,27,233,6291,Outlet
Sports Direct,2021-04-04,South,Tennessee,Men'S Athletic Footwear,20,240,4800,Outlet
Sports Direct,2021-09-13,South,Alabama,Men'S Athletic Footwear,39,233,9087,Outlet
Foot Locker,2020-03-15,Northeast,New York,Women'S Apparel,61,286,17446,Online
Foot Locker,2021-02-18,Midwest,Missouri,Women'S Athletic Footwear,25,250,6250,In-Store
Walmart,2020-05-05,Northeast,New York,Women'S Street Footwear,54,285,15390,Online
Sports Direct,2021-04-10,South,Tennessee,Men'S Athletic Footwear,32,240,7680,Outlet
Foot Locker,2021-10-18,Midwest,Missouri,Women'S Street Footwear,25,250,6250,In-Store
Walmart,2020-10-27,South,Texas,Men'S Athletic Footwear,44,285,12540,Online
Sports Direct,2021-10-06,South,Alabama,Men'S Street Footwear,46,240,11040,Outlet
West Gear,2021-03-10,West,Utah,Women'S Athletic Footwear,25,250,6250,In-Store
Sports Direct,2021-04-23,South,Tennessee,Women'S Street Footwear,46,285,13110,Online
Foot Locker,2021-08-24,Southeast,Virginia,Men'S Athletic Footwear,53,240,12720,Outlet
Walmart,2020-08-25,South,Texas,Men'S Athletic Footwear,32,285,9120,Outlet
West Gear,2021-04-11,West,Utah,Women'S Athletic Footwear,20,250,5000,In-Store
Amazon,2021-02-22,Midwest,Ohio,Women'S Street Footwear,30,250,7500,Online
Amazon,2021-03-21,Southeast,Kentucky,Women'S Street Footwear,35,250,8750,Online
Kohl'S,2021-04-25,West,California,Men'S Street Footwear,30,285,8550,Outlet
Walmart,2021-02-21,South,Arkansas,Women'S Athletic Footwear,20,250,5000,Online
Foot Locker,2020-09-23,Southeast,Florida,Men'S Street Footwear,53,284,15052,Online
Walmart,2021-03-19,South,Arkansas,Men'S Apparel,35,250,8750,Online
Foot Locker,2021-04-06,Southeast,South Carolina,Men'S Street Footwear,33,283,9339,Online
Foot Locker,2021-05-05,Southeast,South Carolina,Men'S Street Footwear,48,282,13536,Online
West Gear,2021-06-24,West,Oregon,Men'S Street Footwear,43,240,10320,Outlet
West Gear,2021-02-21,South,Oklahoma,Men'S Apparel,35,250,8750,Online
Foot Locker,2020-01-04,Northeast,New York,Women'S Athletic Footwear,36,281,10116,Outlet
West Gear,2021-05-05,West,Idaho,Women'S Apparel,33,240,7920,Outlet
West Gear,2021-03-19,South,Oklahoma,Men'S Athletic Footwear,20,250,5000,Online
Foot Locker,2021-06-24,Southeast,Virginia,Men'S Street Footwear,37,233,8621,Outlet
West Gear,2021-09-19,South,Oklahoma,Women'S Athletic Footwear,15,250,3750,Online
Sports Direct,2021-01-19,Southeast,Virginia,Men'S Street Footwear,23,233,5359,Outlet
